,1,2,3,4,13,33,41,61,73,97,117,127,137,142,143,145,147,148,149,150,161,162,163,164,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,187,188,598,601,602,603,604,605,606,637,646,658,690,694,700,701,702,703,704,707,708,709,710,711,712,713,714,715,716,717,718,719,720,721,722,723,724,725,726,727,728,729,730,731,732,733,734,735,736,737,738,739,740,742,743,800
,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice
tradeDate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-09,1098.29,1125.05,33.39,1594.23,2186.29,2044.04,1143.66,929.23,1625.44,3132.6,681.01,1285.45,1421.08,1589.84,1073.69,373.54,616.62,1957.02,532.92,1702.87,1918.36,2031.54,1201.51,2126.64,1617.1,360.67,1247.55,568.62,893.09,1787.0,798.3,423.75,2696.04,1344.31,945.31,1392.26,1369.3,,,,,,,,,,,353.53,354.49,330.12,353.65,346.4,369.75,240.62,276.86,356.79,411.74,,472.51,282.49,325.1,432.22,628.48,348.1,325.06,337.55,369.17,338.86,342.93,323.63,353.65,342.99,335.06,344.68,352.67,356.99,369.13,339.59,339.22,337.74,378.73,372.38,363.54,344.81,341.06,471.03,475.94,338.91,370.01,373.02,338.84,337.5,339.5,365.79,373.11,345.86,,,,277.75
2018-08-12,1096.45,1123.15,33.28,1593.82,2170.37,2049.76,1142.17,924.71,1623.38,3116.34,679.93,1281.15,1419.15,1587.32,1073.47,373.75,615.45,1954.83,530.2,1702.75,1922.86,2036.42,1198.92,2110.66,1615.05,359.62,1246.26,570.92,890.67,1792.7,800.85,425.1,2677.35,1343.09,944.13,1391.63,1368.09,,,,,,,,,,,353.82,354.79,330.38,354.1,346.97,370.1,240.74,277.1,357.3,411.85,,472.68,282.42,325.09,432.25,628.98,348.48,325.41,337.92,369.05,339.23,343.3,323.83,353.9,343.25,334.95,344.57,352.4,355.67,369.38,339.77,339.68,338.25,378.47,372.15,363.53,345.57,342.04,471.26,476.62,339.13,370.32,373.29,339.29,337.89,339.88,365.38,373.3,348.12,,,,277.73
2018-08-13,1091.83,1118.4,32.93,1596.33,2148.93,2021.6,1142.02,921.14,1625.83,3138.54,679.72,1270.03,1413.47,1580.37,1069.49,372.28,612.83,1932.92,528.04,1696.7,1917.42,2030.46,1193.69,2088.96,1608.13,356.83,1241.52,570.38,883.21,1771.93,799.65,424.15,2675.19,1337.73,940.91,1385.73,1364.3,,,,,,,,,,,353.22,354.1,329.94,353.59,346.28,369.77,240.76,276.94,356.42,411.06,,471.63,282.44,325.09,431.59,626.44,348.12,325.15,337.6,368.16,338.93,343.02,323.69,353.39,342.74,334.69,343.81,351.1,354.26,368.66,339.75,339.41,337.65,378.03,371.25,362.46,344.53,340.85,469.66,474.06,338.89,369.61,372.99,338.85,337.53,339.59,364.27,372.7,347.81,,,,277.73
2018-08-14,1088.67,1115.15,33.38,1593.44,2172.37,2026.49,1131.57,922.45,1626.94,3127.55,676.81,1259.17,1411.72,1576.31,1073.79,372.55,610.66,1942.34,528.83,1697.37,1913.85,2026.62,1194.19,2114.43,1606.17,357.22,1242.19,570.94,878.73,1776.17,800.91,423.8,2675.2,1338.0,942.41,1385.24,1370.02,,,,,,,,,,,352.98,353.66,329.98,353.64,346.13,370.03,240.86,277.07,356.29,410.33,,470.66,282.45,325.08,430.98,624.1,348.5,325.33,337.89,367.69,339.2,343.27,323.97,353.49,342.73,334.69,343.44,350.7,353.79,368.22,340.05,339.66,337.91,377.78,370.91,361.83,344.18,340.31,468.45,471.22,339.13,369.15,372.59,339.04,337.73,339.89,363.86,372.27,347.8,,,,277.72
2018-08-15,1083.46,1109.8,33.26,1592.72,2187.75,2014.69,1137.0,915.77,1614.04,3088.77,676.62,1253.31,1403.61,1564.78,1074.11,369.71,606.65,1945.15,527.6,1688.92,1909.22,2021.56,1192.16,2128.51,1608.15,353.58,1238.38,567.78,876.86,1766.98,805.16,419.87,2652.26,1333.02,940.12,1380.33,1359.33,,,,,,,,,,,353.13,353.91,329.98,353.95,346.64,370.15,240.95,277.26,356.98,410.41,,470.75,282.53,325.03,430.87,624.55,348.56,325.5,338.0,367.44,339.33,343.46,324.09,353.65,342.72,334.71,343.24,350.21,353.2,368.07,340.12,339.84,338.11,377.72,370.68,361.48,344.88,341.02,468.56,472.0,339.31,369.18,372.32,339.23,337.93,340.02,363.47,372.18,348.09,,,,277.75
2018-08-16,1096.76,1123.47,33.67,1595.86,2197.82,2026.36,1145.91,926.25,1619.78,3094.35,685.31,1286.14,1418.09,1582.79,1081.56,371.73,604.94,1956.84,530.8,1702.26,1916.97,2029.75,1197.88,2138.98,1624.38,352.79,1245.98,573.27,895.46,1775.54,814.09,423.21,2694.54,1343.93,943.18,1393.32,1366.95,,,,,,,,,,,353.49,354.49,330.04,354.09,346.96,370.1,240.23,276.81,357.34,411.28,,471.89,282.53,325.08,431.72,627.1,348.39,325.51,337.92,367.81,339.28,343.47,323.86,354.05,342.85,334.85,343.54,350.54,353.26,368.55,339.83,339.83,338.33,377.82,371.01,361.95,345.82,342.49,470.05,474.79,339.26,369.71,372.8,339.39,338.15,339.88,363.72,372.63,347.58,,,,277.79
2018-08-19,1108.77,1135.8,34.6,1595.26,2193.21,2047.03,1150.07,930.81,1626.62,3106.27,688.1,1296.7,1428.15,1594.43,1089.89,377.9,613.42,1965.42,533.77,1711.33,1933.41,2047.5,1208.25,2133.93,1637.49,360.74,1257.32,579.41,901.35,1794.66,820.68,427.95,2718.81,1354.71,952.77,1403.77,1385.88,,,,,,,,,,,353.86,354.96,330.24,354.61,347.77,370.31,240.42,276.89,357.26,411.55,,472.24,282.56,325.09,431.91,627.98,348.55,325.66,338.08,368.24,339.46,343.72,323.88,354.53,343.11,334.96,343.9,351.04,353.5,369.04,339.86,340.05,338.67,378.26,371.34,362.46,347.05,344.89,470.57,475.71,339.43,370.16,373.24,339.74,338.55,339.99,364.17,372.97,347.2,,,,277.79
2018-08-20,1124.26,1151.73,34.82,1595.27,2212.91,2050.23,1167.23,937.11,1659.28,3156.56,696.99,1303.41,1445.12,1613.24,1103.4,382.61,624.4,1978.46,538.6,1729.72,1956.63,2072.92,1226.56,2153.45,1655.78,364.94,1274.41,585.41,911.21,1801.59,839.29,431.54,2753.71,1370.73,967.14,1421.22,1409.16,,,,,,,,,,,354.13,355.07,330.72,354.78,347.75,370.68,240.42,276.98,357.68,411.77,,472.52,282.62,325.11,431.98,628.71,349.07,325.91,338.46,369.15,339.83,344.03,323.99,355.16,343.64,335.01,344.65,352.28,354.93,369.77,339.85,340.42,339.36,378.97,372.13,363.54,346.97,344.37,471.01,476.49,339.76,370.76,373.56,340.22,338.98,340.32,365.36,373.43,347.98,,,,277.78
2018-08-21,1129.77,1157.38,35.39,1595.6,2191.99,2047.48,1183.88,942.15,1668.21,3193.09,704.28,1301.26,1452.18,1618.95,1113.09,385.31,632.19,1970.52,543.36,1738.76,1972.3,2089.87,1235.44,2132.16,1670.12,366.8,1284.87,589.27,910.63,1804.61,847.31,434.62,2777.84,1380.22,976.89,1427.97,1418.57,,,,,,,,,,,354.15,354.83,331.09,354.8,347.44,371.07,240.34,276.84,357.45,411.55,,472.23,282.63,325.09,431.93,627.92,349.51,326.04,338.75,369.64,340.11,344.3,324.07,355.88,344.01,335.18,345.09,353.1,355.89,370.12,340.01,340.53,339.85,379.24,372.66,364.14,346.56,343.79,470.73,475.27,340.08,370.96,373.8,340.58,339.25,340.57,366.15,373.61,347.94,,,,277.82
2018-08-22,1128.47,1156.04,36.36,1596.1,2193.02,2069.27,1193.8,946.33,1664.46,3192.33,707.08,1335.61,1454.05,1617.9,1120.06,386.5,635.24,1980.28,545.48,1738.47,1981.21,2099.3,1239.62,2132.41,1673.93,368.01,1290.12,590.86,929.24,1825.26,858.6,436.81,2784.77,1386.3,982.0,1433.14,1414.22,,,,,,,,,,,354.41,354.99,331.44,354.83,347.31,371.26,240.21,276.73,357.09,411.98,,472.77,282.68,325.11,432.3,629.17,349.66,326.08,338.84,370.69,340.25,344.57,324.01,356.39,344.49,335.19,345.98,354.65,358.29,370.72,340.05,340.57,340.19,379.98,373.92,365.23,346.45,343.91,471.45,476.65,340.17,371.5,374.36,340.78,339.55,340.63,367.68,374.19,347.4,,,,277.82
2018-08-23,1138.0,1165.82,37.2,1599.49,2240.43,2084.4,1228.02,955.47,1669.86,3221.72,711.3,1356.22,1468.71,1634.02,1132.24,392.03,643.58,2008.24,550.41,1747.93,2001.2,2120.65,1252.44,2177.9,1696.04,374.07,1305.51,597.93,941.77,1838.32,880.33,442.56,2807.64,1401.73,995.4,1448.07,1428.31,,,,,,,,,,,354.57,354.92,331.89,354.83,347.08,371.5,240.17,276.7,357.14,412.02,,472.86,282.59,325.13,432.35,629.35,349.86,326.19,338.99,371.75,340.41,344.74,323.9,357.1,345.02,335.27,346.88,356.21,360.46,371.48,339.9,340.71,340.69,380.48,375.16,366.5,346.1,343.18,471.65,476.67,340.36,372.04,374.74,341.12,339.87,340.74,369.22,374.67,347.89,,,,277.82
2018-08-26,1138.48,1166.29,38.0,1605.95,2236.81,2088.14,1243.37,962.16,1684.41,3321.8,719.62,1374.2,1474.19,1637.99,1140.25,392.82,644.61,2011.04,554.68,1756.68,2009.77,2129.81,1251.77,2172.26,1714.81,373.46,1312.81,601.53,950.34,1841.57,888.84,444.83,2824.87,1411.18,1001.31,1457.45,1434.97,,,,,,,,,,,354.7,355.09,331.97,355.01,347.37,371.58,240.21,276.81,357.34,412.12,,473.01,282.47,325.09,432.42,629.81,349.83,326.23,339.0,371.81,340.42,344.76,323.91,357.28,345.05,335.18,346.92,356.38,360.07,371.69,339.93,340.75,340.67,380.42,375.13,366.68,346.5,343.77,471.99,477.0,340.38,372.21,374.9,341.07,339.87,340.75,369.19,374.79,347.15,,,,277.82
2018-08-27,1145.68,1173.69,37.86,1607.12,2282.65,2099.5,1254.34,962.51,1694.82,3347.87,724.82,1392.36,1486.02,1652.83,1144.79,395.49,646.9,2035.97,554.51,1764.7,2016.62,2137.19,1254.84,2220.41,1721.89,377.39,1319.0,605.28,959.83,1852.37,891.99,448.46,2846.23,1418.78,1005.83,1466.22,1442.72,,,,,,,,,,,354.83,355.16,332.18,355.2,347.56,371.76,240.15,276.74,357.38,412.1,,472.97,282.58,325.13,432.45,629.58,350.08,326.39,339.2,372.06,340.58,344.78,323.99,357.52,345.23,335.14,347.12,356.82,360.26,371.91,339.97,340.95,340.84,380.53,375.36,367.0,346.86,344.42,472.13,476.23,340.6,372.38,375.04,341.21,340.0,340.9,369.49,374.97,347.6,,,,277.8
2018-08-28,1145.16,1173.14,38.17,1612.28,2264.86,2078.2,1251.23,959.88,1696.96,3366.7,726.31,1392.57,1483.09,1649.88,1142.31,395.33,647.17,2021.27,553.95,1763.76,2024.63,2145.71,1257.65,2204.8,1723.59,377.94,1318.88,603.51,957.75,1837.11,884.44,447.57,2844.95,1416.62,1005.09,1462.51,1443.06,,,,,,,,,,,354.82,355.04,332.3,355.09,347.39,371.73,240.15,276.66,357.2,412.01,,472.85,282.57,325.14,432.45,629.22,349.94,326.31,339.09,372.45,340.5,344.79,323.91,357.57,345.38,335.31,347.47,357.68,361.74,371.92,339.85,340.93,340.78,380.94,375.91,367.3,346.63,344.15,472.04,475.59,340.53,372.54,375.05,341.16,340.04,340.77,370.25,374.99,347.72,,,,277.82
2018-08-29,1148.83,1176.92,37.92,1612.55,2268.31,2077.56,1250.43,966.76,1707.32,3424.93,731.2,1394.28,1489.24,1658.65,1142.77,395.12,645.9,2022.49,557.05,1770.45,2026.32,2147.48,1262.4,2209.96,1728.07,377.11,1320.38,604.34,958.41,1835.18,879.0,448.36,2867.78,1420.22,1004.16,1464.89,1446.47,,,,,,,,,,,354.73,354.83,332.39,354.98,347.18,371.72,240.15,276.53,356.87,411.76,,472.49,282.67,325.08,432.05,628.61,349.82,326.33,339.05,372.58,340.52,345.0,323.94,357.64,345.51,335.4,347.6,357.87,361.84,372.05,339.93,340.98,340.82,381.0,376.06,367.47,346.36,343.93,471.51,475.27,340.57,372.65,375.2,341.27,340.2,340.78,370.42,375.09,348.38,,,,277.79
2018-08-30,1151.33,1179.48,38.54,1613.77,2293.04,2076.51,1243.41,963.49,1705.04,3422.03,730.48,1398.6,1492.97,1666.04,1138.1,395.31,643.66,2031.04,554.93,1773.03,2021.78,2142.42,1264.42,2233.33,1722.32,379.56,1317.64,602.71,958.92,1831.17,869.93,448.17,2881.84,1418.52,999.98,1466.01,1445.17,,,,,,,,,,,354.17,354.2,331.95,354.31,346.1,371.46,239.97,276.24,356.1,411.41,,472.03,282.67,325.1,431.74,627.49,349.49,326.17,338.8,371.68,340.25,344.67,323.85,357.53,344.92,335.63,346.86,356.16,359.41,371.65,339.96,340.87,340.21,380.44,375.03,366.46,344.84,341.7,470.7,474.36,340.49,372.25,374.89,340.94,340.06,340.51,369.05,374.59,346.69,,,,277.79
2018-09-02,1155.09,1183.33,40.0,1614.8,2309.59,2074.55,1247.01,967.59,1718.41,3469.09,735.21,1409.21,1501.03,1676.03,1141.4,397.5,643.87,2040.48,555.57,1782.09,2028.42,2149.36,1268.8,2250.23,1729.11,382.19,1321.42,606.72,967.91,1828.92,879.53,452.2,2910.08,1425.03,1001.1,1473.93,1452.87,,,,,,,,,,,353.95,353.89,331.86,353.87,345.32,371.37,239.91,275.87,355.52,411.42,,472.07,282.6,325.15,431.7,627.58,349.2,326.2,338.67,371.66,340.13,344.59,323.9,357.61,344.83,335.71,346.86,356.22,360.06,371.44,340.12,340.94,339.73,380.29,375.26,366.37,343.8,340.24,471.0,473.98,340.38,372.13,374.52,340.67,340.1,340.32,369.36,374.26,346.35,,,,277.81
2018-09-03,1154.05,1182.23,41.46,1619.51,2286.39,2096.17,1238.22,969.29,1712.55,3397.18,735.01,1402.69,1497.74,1667.87,1149.72,398.54,641.33,2038.41,557.24,1784.81,2027.62,2148.02,1271.56,2227.51,1729.52,384.91,1323.85,606.49,970.5,1848.75,879.51,453.02,2885.67,1428.1,1003.63,1474.81,1460.56,,,,,,,,,,,354.02,353.91,332.0,353.92,345.46,371.33,239.97,276.01,355.59,411.35,,471.95,282.66,325.14,431.61,627.34,349.28,326.13,338.67,372.02,340.1,344.47,323.76,357.58,345.0,335.53,347.15,357.16,361.2,371.54,340.0,340.82,339.83,380.64,375.77,366.66,343.93,340.42,470.69,474.05,340.4,372.44,374.55,340.7,340.03,340.3,369.93,374.46,347.27,,,,277.84
2018-09-04,1144.6,1172.51,41.71,1619.62,2254.78,2105.71,1225.95,967.43,1702.07,3352.18,729.64,1405.93,1486.28,1654.02,1142.16,396.06,638.5,2029.65,555.37,1772.32,2020.62,2140.27,1265.0,2196.63,1716.99,384.01,1316.67,601.71,972.04,1854.7,866.54,448.87,2854.72,1419.82,997.59,1466.82,1450.07,,,,,,,,,,,353.35,353.14,331.49,353.23,344.65,370.75,239.95,275.93,354.81,410.52,,470.86,282.67,325.14,431.09,624.55,348.54,325.66,338.07,371.17,339.52,343.96,323.44,356.89,344.42,335.37,346.42,356.4,359.85,370.86,339.73,340.43,338.86,380.46,375.04,365.41,342.65,338.68,469.25,470.65,339.87,371.81,373.83,340.02,339.39,339.75,368.98,373.72,347.33,,,,277.8
2018-09-05,1131.45,1159.0,41.34,1615.38,2208.58,2078.97,1213.41,955.18,1685.95,3322.3,720.22,1391.97,1467.33,1634.18,1124.75,389.74,631.43,1996.81,548.26,1751.43,2003.01,2121.3,1254.05,2150.07,1691.31,379.61,1298.94,590.9,963.87,1830.42,852.6,440.65,2835.42,1399.85,982.96,1446.72,1427.15,,,,,,,,,,,352.82,352.62,331.0,352.55,343.8,370.23,240.01,275.71,354.09,410.18,,470.41,282.67,325.1,430.78,623.53,348.05,325.17,337.57,370.45,339.04,343.52,323.18,356.27,343.88,335.47,345.84,355.6,359.2,370.09,339.55,339.97,338.07,380.23,374.53,364.36,341.4,336.92,468.37,470.1,339.39,371.04,373.07,339.45,338.88,339.27,368.24,373.1,346.78,,,,277.76
2018-09-06,1131.07,1158.63,40.62,1609.63,2230.72,2081.67,1210.49,959.28,1680.63,3287.93,718.71,1395.64,1470.6,1635.28,1133.11,390.42,631.7,2009.47,551.78,1753.55,1991.44,2108.96,1240.84,2171.9,1700.26,379.24,1301.13,593.66,966.76,1831.4,862.13,442.44,2852.1,1405.45,987.63,1451.45,1425.88,,,,,,,,,,,352.77,352.7,330.76,352.45,343.78,370.04,239.95,275.48,353.87,410.36,,470.64,282.67,325.14,431.17,623.81,347.82,325.07,337.41,370.27,338.86,343.3,323.07,356.15,343.66,335.51,345.71,355.47,359.37,369.83,339.48,339.74,337.84,380.2,374.51,364.02,341.52,337.36,468.67,470.12,339.29,370.84,372.88,339.33,338.73,339.09,368.16,372.87,345.0,,,,277.77
2018-09-12,1127.85,1155.32,41.13,1608.1,2228.85,2068.73,1211.59,952.88,1689.95,3347.05,728.94,1422.82,1468.69,1633.48,1129.33,387.03,629.88,2008.14,549.02,1749.82,1993.17,2110.94,1232.73,2171.31,1701.17,376.33,1297.3,588.58,983.32,1817.8,863.29,439.4,2853.98,1402.97,984.01,1447.83,1414.94,,,,,,,,,,,352.32,352.28,330.31,352.01,343.26,369.68,239.79,275.22,353.31,409.96,,470.11,282.72,325.1,430.72,622.69,347.47,324.77,337.08,369.4,338.54,342.99,322.86,355.67,343.13,335.65,345.0,354.34,358.09,369.02,339.41,339.33,337.37,379.75,373.77,362.88,340.86,336.6,467.94,469.08,339.02,370.12,372.13,338.92,338.41,338.75,367.14,372.2,344.41,,,,277.76
2018-09-13,1128.97,1156.45,43.29,1608.01,2250.55,2077.75,1214.0,959.13,1694.8,3354.11,733.39,1442.58,1465.79,1627.84,1134.79,385.18,631.52,2017.85,551.3,1754.24,1996.22,2113.92,1225.59,2191.06,1710.47,369.91,1298.14,592.32,993.96,1827.27,869.28,433.5,2847.99,1403.78,987.46,1454.55,1415.25,,,,,,,,,,,352.69,352.7,330.6,352.38,343.71,369.99,239.93,275.29,353.68,410.41,,470.72,282.67,325.19,430.98,624.16,347.93,325.12,337.49,370.07,338.87,343.13,322.96,355.97,343.47,335.66,345.57,355.08,359.13,369.62,339.62,339.55,337.87,380.26,374.36,363.7,341.52,337.52,468.6,471.06,339.26,370.64,372.63,339.28,338.67,339.1,367.91,372.77,343.49,,,,277.77
2018-09-16,1150.14,1178.19,45.23,1608.78,2275.63,2092.46,1254.58,963.59,1706.36,3377.49,739.73,1489.2,1486.42,1653.48,1145.51,389.09,635.87,2036.51,553.77,1775.95,2032.27,2152.76,1243.05,2213.95,1726.76,374.99,1311.8,595.48,1015.91,1840.9,893.32,437.28,2893.58,1418.61,995.21,1472.1,1427.61,,,,,,,,,,,353.2,353.06,331.27,352.53,343.72,370.28,239.61,275.25,353.43,411.11,,471.62,282.7,325.2,431.83,626.03,348.25,325.32,337.74,371.9,339.13,343.37,323.03,356.93,344.33,335.85,347.1,357.19,361.48,371.35,339.58,339.83,338.34,381.29,376.27,365.83,341.64,337.97,469.77,472.92,339.62,372.17,374.0,339.7,339.2,339.23,369.97,374.29,343.9,,,,277.78
2018-09-17,1156.27,1184.48,47.13,1608.08,2263.85,2119.55,1261.73,970.42,1734.4,3505.89,748.8,1519.75,1493.93,1659.88,1155.52,389.28,639.72,2038.51,558.99,1784.39,2050.16,2171.9,1247.92,2201.38,1742.02,373.83,1320.95,596.79,1034.03,1862.73,895.19,437.97,2895.8,1428.13,1003.6,1480.5,1438.62,,,,,,,,,,,353.61,353.48,331.64,352.8,344.06,370.48,239.46,275.16,353.45,411.65,,472.35,282.66,325.32,432.18,627.72,348.34,325.48,337.86,372.57,339.27,343.54,322.96,357.41,344.76,335.96,347.68,358.07,362.57,371.94,339.6,339.9,338.69,381.67,376.93,366.66,342.28,339.18,470.48,475.27,339.65,372.66,374.44,340.0,339.44,339.31,370.81,374.79,345.31,,,,277.79
2018-09-20,1165.24,1193.68,48.84,1609.8,2270.75,2136.83,1276.05,970.81,1748.84,3554.47,764.26,1524.19,1505.04,1670.26,1166.36,395.2,649.41,2050.79,561.05,1792.3,2065.92,2188.68,1259.16,2207.39,1760.39,384.94,1334.02,600.58,1042.38,1882.19,908.67,444.58,2919.32,1442.02,1015.79,1489.92,1455.26,,,,,,,,,,,353.35,353.12,331.53,352.62,343.84,370.34,239.52,275.05,353.34,411.13,,471.66,282.7,325.18,431.73,626.25,348.18,325.25,337.66,372.44,339.09,343.42,322.89,357.25,344.62,335.96,347.57,358.14,362.26,371.8,339.47,339.73,338.45,381.54,376.76,366.55,341.97,338.69,469.85,473.25,339.49,372.57,374.37,339.75,339.22,339.16,370.71,374.57,344.86,,,,277.8
2018-09-25,1163.08,1191.46,48.46,1611.99,2263.9,2156.41,1275.55,972.77,1756.56,3590.53,770.5,1544.83,1503.85,1666.16,1170.16,399.66,659.74,2055.33,561.99,1790.87,2077.7,2201.48,1266.32,2199.17,1763.74,394.94,1342.34,600.69,1060.21,1896.44,905.62,448.15,2905.77,1448.35,1023.46,1491.25,1465.17,,,,,,,,,,,353.32,352.97,331.67,352.78,343.87,370.65,239.63,275.48,353.61,410.81,,471.24,282.66,325.16,431.66,625.07,348.61,325.62,338.07,372.18,339.41,343.51,323.29,357.39,344.66,336.14,347.33,357.61,360.71,371.88,339.68,340.18,338.65,381.46,376.28,366.29,341.74,338.01,469.27,471.76,339.81,372.61,374.37,339.91,339.31,339.56,370.2,374.44,345.29,,,,277.72
2018-09-26,1154.24,1182.37,48.2,1613.72,2262.36,2141.74,1270.41,969.26,1748.76,3568.54,764.82,1535.46,1493.16,1652.42,1166.31,397.6,655.84,2044.85,559.61,1783.03,2078.56,2202.39,1272.59,2197.86,1752.5,390.35,1337.16,599.22,1056.61,1884.82,902.95,445.18,2877.42,1440.56,1018.53,1483.36,1458.0,,,,,,,,,,,353.73,353.43,331.97,353.34,344.61,371.03,239.79,275.7,354.37,411.11,,471.63,282.69,325.15,431.84,626.09,348.91,325.93,338.38,372.41,339.73,343.88,323.52,357.69,344.93,336.11,347.52,357.77,360.67,372.18,339.84,340.51,339.16,381.52,376.5,366.59,342.78,339.31,469.72,473.15,340.09,372.85,374.67,340.36,339.74,339.86,370.4,374.68,345.48,,,,277.74
2018-09-27,1146.24,1174.13,48.83,1615.83,2258.82,2129.12,1264.7,966.02,1747.85,3583.04,767.77,1555.27,1484.82,1642.77,1160.64,395.99,658.16,2032.81,557.53,1773.32,2077.76,2201.3,1265.18,2193.55,1740.84,387.22,1332.97,597.22,1068.05,1871.4,900.63,442.31,2842.03,1435.02,1016.67,1476.25,1451.47,,,,,,,,,,,354.03,353.7,332.3,353.73,345.09,371.33,239.79,275.62,355.01,411.25,,471.84,282.61,325.19,431.94,626.58,349.21,326.06,338.6,372.81,339.96,344.15,323.63,357.85,345.25,336.15,347.84,357.99,360.77,372.61,339.91,340.71,339.59,381.52,376.88,367.14,343.6,340.32,469.89,473.89,340.27,373.31,375.19,340.59,339.81,340.14,370.72,375.11,346.83,,,,277.84
2018-10-02,1150.14,1178.1,51.13,1621.72,2264.21,2171.02,1270.87,962.81,1779.27,3696.16,773.67,1576.78,1491.81,1650.27,1164.47,400.51,667.01,2053.85,555.67,1779.35,2091.61,2215.81,1271.62,2200.75,1744.08,395.05,1340.26,601.9,1081.3,1902.6,906.07,446.52,2823.14,1442.66,1022.81,1486.64,1461.71,,,,,,,,,,,354.28,353.74,332.82,353.95,345.17,371.7,239.85,275.87,355.11,411.26,,471.83,282.7,325.2,431.9,626.58,349.51,326.37,338.91,373.36,340.27,344.45,323.75,358.61,345.83,336.43,348.34,358.9,361.94,373.01,340.05,341.05,340.06,381.98,377.46,367.78,343.52,340.12,469.94,473.8,340.53,373.65,375.35,341.09,340.29,340.38,371.59,375.31,350.2,,,,277.77
2018-10-03,1155.72,1183.83,51.62,1621.6,2260.16,2194.24,1275.77,966.46,1783.01,3712.63,780.47,1611.36,1499.49,1658.53,1171.23,400.84,668.16,2059.36,558.12,1785.76,2094.56,2218.89,1266.89,2197.48,1752.91,394.86,1344.63,603.09,1100.04,1919.11,908.73,447.49,2856.99,1450.35,1027.13,1493.89,1466.7,,,,,,,,,,,354.33,353.62,333.09,354.13,345.19,372.05,239.73,275.75,354.97,411.02,,471.51,282.7,325.21,431.92,625.58,349.83,326.65,339.21,373.72,340.56,344.72,323.78,359.37,346.14,336.45,348.65,359.77,363.19,373.07,340.04,341.47,340.58,382.03,377.78,368.31,343.69,340.48,469.45,472.46,340.83,373.72,375.44,341.59,340.75,340.63,372.22,375.4,349.27,,,,277.76
2018-10-04,1143.24,1171.01,51.29,1618.35,2249.57,2197.74,1259.6,947.67,1767.52,3650.82,769.05,1568.56,1480.26,1637.16,1157.68,399.17,666.73,2048.2,547.38,1765.89,2077.64,2200.44,1257.04,2188.46,1728.16,396.5,1330.35,595.5,1072.13,1920.94,898.2,442.3,2813.51,1431.99,1018.38,1474.54,1450.17,,,,,,,,,,,353.57,352.81,332.44,353.32,344.26,371.35,239.75,275.48,354.03,410.19,,470.41,282.7,325.15,431.4,622.87,348.84,326.15,338.46,372.7,339.86,344.17,323.54,358.66,345.43,336.18,347.76,358.55,361.84,372.15,339.77,341.07,339.33,381.64,376.86,366.94,342.18,338.6,467.95,469.26,340.18,372.82,374.59,340.72,340.13,339.94,371.1,374.48,349.24,,,,277.76
